GtecTime,UnityTime,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection
0,13-51-01.360,3,31,31,0,1,1,0,3.436264,3.142334,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-7.2, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.374,3,31,31,0,1,1,0,3.450562,3.144302,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-6.3, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.388,3,31,31,0,1,1,0,3.465546,3.158844,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-4.4, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.402,3,31,31,0,1,1,0,3.48143,3.188568,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-3.2, 7.7, -37.0)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.417,3,31,31,0,1,1,0,3.498398,3.200897,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-3.7, 7.7, -37.0)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.432,3,31,31,0,1,1,0,3.5065,3.205292,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-4.3, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.447,3,31,31,0,1,1,0,3.507767,3.217728,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-4.7, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.462,3,31,31,0,1,1,0,3.530533,3.218948,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-5.0, 7.7, -36.9)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.477,3,31,31,0,1,1,0,3.548187,3.215836,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-2.7, 7.7, -37.0)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.491,3,31,31,0,1,1,0,3.548172,3.224716,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-0.2, 7.7, -37.1)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.507,3,31,31,0,1,1,0,3.548141,3.22467,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(0.1, 7.7, -37.1)","(33.0, 7.9, -37.9)","(-30.9, 7.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-51-01.525,3,31,31,0,1,1,0,3.557755,3.22493,"(0.0, 0.0)","(0.5, 0.4)","(0.5, 0.4)","(-2.5, 7.7, -37.0)","(33.0, 7.9, -37.8)","(-30.9, 7.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
